N,P,K,temperature,humidity,ph,rainfall,label
41,78,21,25.90256763470327,61.18900204338719,6.63737305000743,70.23851146348473,blackgram
51,55,16,28.78333891753693,65.44938919326029,7.556612658797501,62.3290985763667,blackgram
27,64,21,31.718150458689934,66.96968738343863,7.508830959743945,73.81620115150221,blackgram
42,60,21,26.355511086339632,62.418508787736236,7.390294813047073,70.3382740665326,blackgram
25,66,17,30.68030531872898,68.13285008722627,7.078318562468222,68.30020808406793,blackgram
53,68,16,33.98373709606956,67.98589933265526,7.115263860430381,68.6430470291769,blackgram
26,60,17,31.229585138944543,67.93512970805592,7.257034182928526,69.43746398097008,blackgram
55,78,15,29.437513026758,63.202333684051,7.436560882060515,71.92942986783842,blackgram
28,69,15,30.242481647585105,63.875591691029484,6.8954706217660595,73.68978327705348,blackgram
55,65,23,31.50434306291026,67.13642616775813,7.3610784221293715,65.46716748080395,blackgram
52,66,17,31.975409221398433,68.47216494208526,7.204824918247019,62.876004138290014,blackgram
56,72,16,33.450040071816915,65.92605434290304,7.051515366883219,65.54757700562794,blackgram
54,61,17,27.864272485830107,68.09706469920926,7.2252280415470675,70.64757727997238,blackgram
30,61,16,30.522348590927216,66.53220875803984,7.2842816361651215,65.49771358593968,blackgram
21,56,21,31.337206354347362,69.6174125999387,7.148406218650466,61.174952245515684,blackgram
58,55,18,30.886022517910558,63.34745259541661,7.359206814612639,69.69003522475869,blackgram
57,59,17,26.631788407430825,67.80522045045073,7.482697650859948,73.63113120783383,blackgram
39,60,20,34.33296994065944,63.459652306878404,6.961095760702008,64.64278544669695,blackgram
59,59,20,30.6921055519721,66.98097694891834,7.256932081496879,74.08956655961309,blackgram
40,76,21,25.349801269095448,60.63938203521162,6.792684336987673,70.36111179744752,blackgram
21,77,18,29.395362450991506,67.65626970198937,7.433235732031922,63.3900213192533,blackgram
40,73,23,26.066653861368994,62.91828850610795,7.364166144983439,69.19241015838081,blackgram
23,69,16,33.06501912329444,63.450230805482455,7.316461477046619,62.50232052989484,blackgram
34,64,16,29.924573047919335,62.45394356555169,6.850595444527503,70.79162877341956,blackgram
48,62,21,30.025198823769014,61.6687134601376,6.7037482869923535,65.3060603589229,blackgram
55,76,21,31.698914361181423,63.35974643599643,7.639506760144716,64.79272620314697,blackgram
40,62,17,30.115515108580936,66.64036490901839,6.923304170544555,63.67013781085757,blackgram
45,68,20,29.126600122508634,64.09957938087852,7.331831517634752,66.78194912310592,blackgram
44,59,17,27.85959957127014,65.67049023943979,6.769181291740185,72.49852293792692,blackgram
57,75,20,27.33203481663612,60.82041562943193,7.215817564751775,67.69179093402376,blackgram
53,66,18,31.555294601087876,68.96107323649181,7.412471045926321,62.793359175429934,blackgram
21,59,22,33.67037588759353,65.54108421145784,7.071208279729564,63.78676391659738,blackgram
43,62,15,26.459928448363677,64.27493333533384,7.295303131294517,63.469769418311635,blackgram
50,58,22,27.827929700936124,62.49755572381283,7.594575820219875,69.76392336289861,blackgram
35,65,15,29.485980051861787,67.18541418152564,6.605689990861244,68.02633578260219,blackgram
42,59,22,26.925380437999785,62.992479263205965,7.419225262747153,70.41299205853369,blackgram
22,70,15,34.45012195249023,63.200616680557744,7.403167026771047,60.80116469824386,blackgram
38,79,20,27.612465915153262,66.94461121733966,7.000267027055169,69.07401459205522,blackgram
42,58,24,27.398334772349145,62.86913632196978,6.559567948954451,69.49939578820981,blackgram
43,74,22,29.53685665789466,63.81175182505306,7.53482058819617,70.99192116305645,blackgram
43,62,15,26.505094394539743,64.5013688698196,7.339483133777957,63.51452547810106,blackgram
52,70,16,30.23831267798652,67.72473693817929,7.269156051858967,69.90749157474572,blackgram
28,64,23,32.86751578961117,66.3876880715686,7.635167137517777,72.45541515481439,blackgram
57,78,16,27.583836045247857,64.49033169376499,7.196351345772777,62.64002756990197,blackgram
22,63,22,32.14831668377254,63.23259911919606,6.933052798914741,66.11729771981196,blackgram
33,76,21,30.904548776790655,65.42168300997912,7.125812950138075,70.90347677561215,blackgram
20,61,17,29.310092210237546,64.96308815320069,7.360373138051014,61.957660705693094,blackgram
34,79,19,30.85724536097281,64.0697141462375,6.621518064905223,71.14913954673422,blackgram
52,63,19,30.040043038373426,68.01952745090998,6.912901359657954,67.71294760638456,blackgram
33,70,21,32.97403210198091,64.06268225010633,7.461113434302765,65.89579271468794,blackgram
49,76,17,27.061186814690185,67.63959685823006,7.379966288913417,60.54119036356361,blackgram
59,56,19,31.781605404805774,63.79352617836645,7.289659420873666,70.56354707287959,blackgram
56,76,15,28.8341567412977,62.85946454626762,7.101105506353792,64.49537205657249,blackgram
48,74,18,28.058374605400992,63.61797921818716,6.878493498702717,72.98732561980023,blackgram
41,77,21,26.03070376474935,61.02306604886526,6.752281975299694,70.94333209345557,blackgram
43,62,16,26.545128088339514,63.72451968059396,7.193742160119467,63.47979027401896,blackgram
56,75,15,30.17665201728848,60.17424256584788,7.162775233611054,66.56349373794266,blackgram
45,62,17,28.189121794206045,63.222604462692395,7.013967359447488,64.45458903737492,blackgram
40,73,18,28.2679327250168,61.05155542001103,6.697868953927066,72.73061788028896,blackgram
25,69,23,28.47429283800701,60.72843548209634,7.2299905961139315,74.7851653752197,blackgram
36,79,22,28.219061716286564,64.71945657617698,6.67124702441397,69.46074226312082,blackgram
36,63,15,28.74774039224745,63.720315758025215,6.758212763521452,68.23970115366228,blackgram
57,73,15,32.93150379035582,64.90076717478361,6.912622331800764,65.09945832756752,blackgram
56,75,15,29.94551796385653,60.21458272203094,7.200177267339445,65.96382440805706,blackgram
32,66,17,34.9216260559426,65.26411604816468,7.179745750895882,70.14963038045231,blackgram
57,74,17,33.376848805038904,64.89510007365756,6.796724976509191,64.51823635587107,blackgram
27,64,21,32.659163458942025,68.40494867341081,7.538111111794763,73.69519060774131,blackgram
40,76,22,25.38197427180505,60.69598543248097,6.837653689281126,70.24904322674352,blackgram
24,78,18,30.57290045783825,68.89028387839792,6.995802494884424,64.20851971219413,blackgram
57,59,18,27.678961020212213,67.59264463670472,7.42447177521281,73.74936358427749,blackgram
55,77,20,30.384192761331985,63.77275842776005,7.580280429122378,64.15987590278907,blackgram
33,75,20,32.03248569498046,69.01416846779462,6.774211234666553,63.612657689705124,blackgram
36,62,16,25.91129390095042,69.33343438677213,7.071023922454073,74.20878150318791,blackgram
25,66,19,31.31168796008435,66.1127994552475,7.010706902360363,68.23397640846656,blackgram
20,58,23,29.389940890409445,69.36164583857095,6.943603740597118,61.1834738535818,blackgram
58,58,16,28.686054940114932,66.19288085141089,7.370330727855829,62.831940748097274,blackgram
25,62,20,27.013452618874556,68.1186411724941,7.0588351677273025,67.0934517561679,blackgram
28,66,21,33.864042482640755,62.805308013918484,7.70260431704201,72.0220744936901,blackgram
26,66,16,29.32753582570797,67.90153973348016,7.196670498680938,67.50715358161655,blackgram
57,59,17,26.754603593651375,67.38063215672372,7.488440283442726,73.15335208624825,blackgram
20,72,17,31.69576402012376,66.15333160495152,7.547001328035666,62.46257349737525,blackgram
33,66,19,33.079401952945005,60.2599950832544,7.594021884278547,73.38041373443637,blackgram
45,76,19,30.618734678210696,63.61627990124722,7.351090230405721,61.343417183725194,blackgram
53,65,18,33.56918827370659,67.86610293726748,6.70914282938392,69.53162911398368,blackgram
55,71,16,33.472268221634835,65.99503498464317,7.100678316331869,65.7284048544246,blackgram
56,77,16,27.82609661666461,63.32944277642438,7.307770586284612,62.871792547315735,blackgram
42,74,22,28.851920242356982,63.34739720075501,7.479939685758373,70.6906669166875,blackgram
20,68,16,30.12904943994981,60.28049262253746,6.59273764037846,71.84609689709552,blackgram
58,57,17,31.398919008342634,63.25803961982268,7.362976687197152,66.2874942987386,blackgram
55,77,20,32.58184341788126,62.659715253060675,6.747298212924561,63.530760402358126,blackgram
26,66,16,29.21758243822056,67.90365195715113,7.186462487430374,67.6699377187306,blackgram
55,61,17,27.38362954667129,68.03446280371621,7.307784935749729,71.51607024771397,blackgram
42,61,19,27.197207558297517,62.16901709229732,6.798760409228966,63.47291865753042,blackgram
44,76,20,32.11326959338283,61.903589632382044,7.333256150406081,61.709824955485054,blackgram
26,64,21,33.16020194420737,68.6554608014929,7.337163295093554,72.2930286032431,blackgram
25,67,19,29.49128585375642,64.3439744469475,7.10377433487104,67.51299563099184,blackgram
43,61,21,26.976208057155574,62.183792466753594,7.280072114999253,69.42494612481745,blackgram
25,67,18,29.394804327273814,64.31775665058993,7.109612924808477,67.48289408128917,blackgram
52,66,17,31.25921754922731,68.85365043957773,7.209872875477259,62.903244024695816,blackgram
27,61,17,30.569518233582556,67.90934037198689,7.25950766986747,67.81110258711087,blackgram
57,75,21,26.300657316010934,61.30535400062078,7.348838572701006,66.79486960600099,blackgram
25,64,18,27.836913616740723,68.0311597017619,7.1033224261749925,67.46810157882629,blackgram
21,60,20,27.808918399650562,67.82281979902791,6.996555066608586,74.19203448776328,blackgram
48,61,21,30.202470166444463,61.685253910003034,6.652236641901648,65.52616573937622,blackgram
44,75,21,30.16538413837434,64.00321816868319,7.56197099164368,70.73349770729455,blackgram
44,62,15,26.30349817867856,64.75235438598445,7.361559698643762,63.731889937171864,blackgram
29,71,15,29.86714321286403,63.718028751295385,6.912514640907324,72.99861350190625,blackgram
52,62,18,29.638589987216093,68.3287798179037,6.932482143846159,67.47793026787548,blackgram
41,62,15,29.116540249113314,64.31494108136462,7.370933168940833,65.28019212646765,blackgram
40,59,25,30.09763732722063,65.33480386190367,6.982820303491207,66.42535180336385,blackgram
59,57,20,31.811043366117847,64.79277496656219,7.256402455992265,71.80346774902242,blackgram
27,63,23,28.997211851929965,65.7017764025163,7.122363420286772,62.51011840964727,blackgram
41,75,19,27.390354950187515,60.77590132204558,6.592296325817767,72.42072330256612,blackgram
58,73,16,33.026338307473836,65.7009743501993,6.883545889614267,64.75059733022475,blackgram
43,68,20,29.449151091021708,66.27825598442269,7.512958225901509,69.40988706166915,blackgram
42,61,21,26.352308680247237,62.198577447204514,7.337058117474005,69.34046845010681,blackgram
34,79,20,28.196933842209003,67.03758739397647,6.793932872982256,69.84017542625786,blackgram
37,79,19,27.578271060312662,68.14224696978025,7.07186634353925,69.240842462012,blackgram
23,68,20,28.156854095606462,64.15798268856736,7.3017883069648875,66.09062418891507,blackgram
25,64,21,33.42775666641015,68.63144173201401,7.163341686720958,71.13335396608186,blackgram
50,55,16,28.72636226919411,65.19074052872827,7.469013177912092,63.36765458342858,blackgram
44,68,20,29.38749603896947,65.29928059411509,7.427538329832903,68.31718835279723,blackgram
21,80,19,28.470736510827354,68.41696006217252,7.253507864783903,64.56840636523373,blackgram
56,76,22,30.350125531018552,62.34956727028845,6.849357911077469,65.47184006602174,blackgram
33,76,21,30.81781488745274,66.22393292925607,6.954996775067679,69.96846562501203,blackgram
56,78,19,31.252161087248957,64.0397362829854,6.7558351992792565,63.13671105983461,blackgram
36,71,20,34.0548178126106,64.46584032892308,7.739709653970989,67.58942542843576,blackgram
49,73,16,28.321832402831102,64.5867721164441,6.704152026758805,74.1289690932675,blackgram
57,60,15,31.345768250901358,65.20922755338631,7.351422939021545,63.072026261663446,blackgram
53,64,20,30.08849251405452,68.50002494205894,7.2378272959018775,67.19373258065664,blackgram
55,77,21,33.318024393127544,62.93911491965693,6.647997038546277,63.62129571021655,blackgram
38,61,15,30.137304230925373,64.18770233226246,7.345071607818437,64.7131282266676,blackgram
20,64,19,28.079975869330983,64.6397103618345,7.481236903033592,62.339835977066045,blackgram
39,61,19,31.95902694664076,66.2641800491634,6.823101394530917,63.61111868391761,blackgram
42,76,21,28.169731655671313,62.693257034722606,7.19176696600658,71.08589519521945,blackgram
28,69,16,31.705271945026304,62.85908891662386,7.1358721040048785,73.61449537703304,blackgram
27,68,15,29.916755473702644,65.03182980337948,6.97601277034904,72.00963462699946,blackgram
33,70,21,32.92970728935828,64.05328317358588,7.449416092684482,65.85575977539996,blackgram
56,61,21,32.33900372116742,66.45173316771965,7.004406574704713,71.55214825144698,blackgram
33,80,21,29.46784147470577,64.90034897615037,6.571621439288834,70.51556091873607,blackgram
55,71,15,27.79695321887367,67.9184258803723,6.973808112613943,73.23684970116683,blackgram
52,63,19,29.79396231819751,68.18460356968063,6.921638687599951,67.61314202360018,blackgram
28,62,17,29.897299282373048,67.89798665487959,7.252864020383071,66.49922712722618,blackgram
48,65,21,29.28583567094547,61.59972656706703,6.918593008911786,64.38804504077113,blackgram
33,80,19,31.39861060367966,63.14264216135306,6.523576276811482,71.4379922133023,blackgram
57,74,15,28.575603933203812,65.60312510822386,7.161209125192129,73.05336932873519,blackgram
56,75,18,33.383994031284494,64.09734628267434,6.7177564046479965,64.13374431133576,blackgram
27,67,18,29.496385473155964,65.33726649472692,6.860745069526153,65.09787603301842,blackgram
49,63,17,28.677958199241296,67.80561531273642,6.81565879066766,69.64061735333826,blackgram
42,73,24,32.96232245656954,66.38913980484959,6.7897286825981915,72.69214363497831,blackgram
43,67,19,29.305114433522593,66.29447068820342,7.390771940657785,69.83067415423903,blackgram
29,66,20,30.809998666643576,62.93357056402239,6.6093748263590975,64.27185613100147,blackgram
53,76,16,27.761339134614662,63.92113915546114,7.463018028564488,62.11210497357503,blackgram
47,61,21,29.751808502066197,61.77204310660361,6.733294027724007,66.24032134223604,blackgram
42,59,23,26.79227886613613,62.556312968166445,7.022126989924206,69.89389523475825,blackgram
27,64,21,32.85291669511824,67.7082871796636,7.582625059935244,73.15486883335531,blackgram
40,62,18,29.281249954553033,65.72643809785514,6.76357046823008,63.18272480134972,blackgram
26,65,16,29.346198506091707,67.90118122014854,7.1984031315326975,67.47952379783341,blackgram
23,75,17,31.916259846267412,67.61399142034418,7.278323432979005,63.14340287949679,blackgram
53,61,17,30.801311510412184,68.4948328858525,7.0173420695100015,66.23985193800357,blackgram
36,64,15,28.036640465304277,69.5788235493325,6.8791958344812585,70.62181102858432,blackgram
22,68,21,27.46147664918738,64.10364669285521,7.409950744749626,65.31514764048781,blackgram
22,70,15,33.40088773122321,64.45491727841177,7.472548346690632,60.921761295034806,blackgram
39,74,23,26.27106488692788,61.80997416674021,7.092439780673874,69.07148376563156,blackgram
20,61,17,29.069041330970318,64.85340508295023,7.332573052745771,62.16301756154891,blackgram
43,62,15,26.447320484630417,64.35638432971855,7.3103322680567455,63.468286517851375,blackgram
48,61,21,30.22509287118635,61.762574834816384,6.632667052248457,65.82039772751693,blackgram
57,73,16,33.07401426056483,65.2668913710233,7.009646129830394,64.87703685643558,blackgram
56,60,15,31.605154521552745,65.84714645253669,7.317768438988367,63.25819785165235,blackgram
24,68,19,29.23350118116446,64.24211065637193,7.134321308994978,67.29128804432521,blackgram
52,65,18,33.32007542777942,67.29992038448718,6.743971976526307,69.30230782179342,blackgram
32,66,17,33.99300433382858,62.81338797251274,7.367083781557816,71.73637730888568,blackgram
38,60,22,33.837942076386824,65.66036253414254,7.210121333422681,64.06232417774953,blackgram
50,55,16,28.792255026544677,65.41687990175942,7.563692974568953,62.31008676483914,blackgram
30,64,19,33.9635469160691,61.90975659989835,6.6275294026896345,68.21636662528425,blackgram
42,61,20,26.6336822668793,61.88181666623278,7.048512889732433,66.18737447514124,blackgram
27,65,23,33.32300162293074,66.37875717692823,7.33775022328659,70.49659323983745,blackgram
57,75,23,25.897697820426313,61.3290150621876,7.315262892676506,67.5092153397264,blackgram
51,56,17,28.026178151801705,64.40753509264506,6.749448183225602,71.00993229959393,blackgram
24,74,16,32.36649721715338,67.42750841420748,7.276682397956691,61.89320118108043,blackgram
50,57,22,27.848965602555666,62.69808128646625,7.495784931201167,69.88125741215927,blackgram
43,75,21,27.42438758451162,67.88548394033873,7.756115820831707,68.95355793617716,blackgram
56,66,24,32.310479947182074,66.67066047825952,7.556422252671448,64.61237297394622,blackgram
52,65,19,32.812819694170045,66.16829565717117,6.816264904998779,68.80926077139478,blackgram
27,64,20,32.959710148182204,68.49314370167015,7.52249236201593,73.47442837952775,blackgram
54,65,21,30.56437039547965,68.67002155283386,7.53243983277227,66.87284587157329,blackgram
20,62,20,31.23767612374021,63.9638067210486,7.130800389035408,63.52008903672622,blackgram
44,63,20,27.370937808249522,61.589878401854236,6.899214505000582,63.512055519224056,blackgram
43,75,21,27.33711437787015,67.95476014818503,7.766596621656373,68.93388882127188,blackgram
50,55,17,28.342117150509107,64.56093136184833,6.9794599935642925,68.18015921434193,blackgram
20,68,18,29.85406652866768,60.17088330700555,6.678004980766416,72.24920283571353,blackgram
27,64,22,28.98000050834441,62.79337884273047,7.423631874436328,74.16831638721251,blackgram
52,70,16,28.69987932250414,68.22730205508604,7.150011745798058,71.06562440330084,blackgram
44,75,22,28.44411754945462,66.3657738567807,7.689770656016858,69.89436898718021,blackgram
59,59,20,30.61520257308112,66.99658823698843,7.261208113195138,74.08088372944842,blackgram
31,66,19,33.63212011262546,60.659089931002036,7.631410136059722,73.04414747222374,blackgram
49,63,24,28.996911292850186,63.19076324026831,6.72296876397586,69.75484235078773,blackgram
42,58,23,27.54325930602316,63.21772749999571,6.557718183782792,69.9051355725235,blackgram
30,67,16,32.70226132954076,64.4303927243997,7.021337484017525,72.10060835556607,blackgram
21,68,22,26.447585949906156,64.02442243706086,7.567656304868464,64.18446895079205,blackgram
58,57,18,29.438435876649088,64.76061765124639,7.404488265492342,70.90352901830974,blackgram
49,67,22,28.605685313377855,61.784545719935984,7.073330093923559,64.42213269203589,blackgram
50,55,15,29.29114062518908,65.74748834096364,7.531385616604104,62.48396102454218,blackgram
44,61,20,27.679699607579046,61.6324367178964,6.762599879472733,64.01771492064663,blackgram
46,63,16,27.637392353079488,67.01891264964117,6.739001977085285,72.22352571502526,blackgram
58,59,19,28.53570033350412,67.41872674153794,7.376834550834633,73.84609484306601,blackgram
22,60,24,27.782327486537245,68.27813457762035,6.946198700752856,61.57117363248715,blackgram
40,62,15,29.68512517029378,65.1747224686824,7.179633541664012,64.59491952505793,blackgram
27,64,16,29.583566120940283,67.89662134703994,7.220440208682063,67.1281050444424,blackgram
20,69,21,28.167879753347243,64.10327014740895,7.590102792899836,64.17995891993755,blackgram
30,77,17,28.550080774775903,64.6490020448441,6.898308567731557,69.80600548159396,blackgram
43,74,22,31.02871976116635,64.9098805527432,7.307757078383138,71.71390107381131,blackgram
49,72,15,30.086220498830595,66.35782964374137,6.9401134920821566,74.53271453802587,blackgram
58,59,16,29.590150042353695,65.4101508687343,7.3833390504928795,62.81411008038273,blackgram
41,74,19,29.08104440657886,61.81875444258245,6.846592505113154,72.8271898695141,blackgram
47,62,15,26.206319719807208,66.82706858054897,7.183366292784958,68.52741710640925,blackgram
38,62,15,28.994223097115558,63.886494830848086,6.990942899646676,67.07839471347043,blackgram
43,76,21,26.72943830134202,66.0336280485215,7.466030840141784,69.42791016891215,blackgram
49,67,22,28.631818957449514,61.961036069524496,7.03566099939445,65.07049162427371,blackgram
40,62,17,30.233025168558935,67.04053163167832,6.853318148347463,63.41764316580446,blackgram
20,70,18,29.993622323507026,65.89142446301294,7.612962616930615,62.0876191695333,blackgram
39,62,18,31.84555038126978,66.36706122403244,6.817314865070326,63.56799812222802,blackgram
21,71,19,31.745757373686203,64.32630895770967,7.328613053761834,66.21384275662993,blackgram
28,61,17,28.5820483972447,66.19071771160698,7.167591793959457,65.65183919856102,blackgram
30,65,21,30.576442769581647,61.073017636890626,7.491865130713021,73.86346815900164,blackgram
29,76,15,28.544072533657403,64.32764900257939,6.989828003115375,69.72161549204344,blackgram
27,65,23,33.34773095205781,66.48003187162823,7.316818555600985,70.43931412489148,blackgram
23,61,17,28.07818373832692,64.40254465351519,7.218298731554448,63.00715221247683,blackgram
29,74,15,28.89659576837479,64.07243123674839,6.995327800038095,70.57485069238044,blackgram
20,71,19,32.32340366775037,64.33977508622334,7.404044766835454,65.76217213316525,blackgram
29,75,19,32.46709969762843,68.80400293791826,6.9350713683882,62.30428822035517,blackgram
53,71,15,27.769588786397755,68.23219860335334,7.025339982298904,72.50449957938167,blackgram
35,63,15,28.51389923709422,63.56265964023802,6.53741883844824,69.34144676947196,blackgram
39,62,18,30.591605423087323,67.67200260847702,6.79788203953621,63.05134123808496,blackgram
24,64,21,33.83336282516678,68.11840966442333,6.8775876970014,68.93797981512422,blackgram
39,74,23,26.179169506937797,61.71583232234695,7.112182569826131,69.10367274836501,blackgram
33,76,21,31.157477276078975,66.63761466577843,6.914716679240687,68.80037747975943,blackgram
34,60,16,31.624409688640885,64.20085575340075,7.296184914884347,63.92241423928574,blackgram
43,62,15,26.91543962336996,64.45118456803876,7.342261341839389,63.7607430510467,blackgram
44,62,15,26.19406122533718,64.97243555246281,7.38222674782348,63.97520347048132,blackgram
53,71,15,27.767243728405802,68.25908807867249,7.02975612441884,72.44173915094919,blackgram
52,71,15,27.743094357809134,68.53599547578604,7.07523348703751,71.7954332385912,blackgram
56,71,15,27.800718100978273,67.87525607187352,6.966718200767088,73.33760866520663,blackgram
46,55,22,29.05417850094626,65.2589876076859,7.146864666375316,71.04809293350704,blackgram
59,57,21,31.835695104432087,65.62955912346366,7.22855263355752,72.8417937293664,blackgram
51,56,17,27.967696620515724,64.52125386720174,6.774141634235662,71.09418964964469,blackgram
57,71,15,27.8224928405551,67.62557724753698,6.925712671297966,73.92036269070903,blackgram
56,78,15,29.525898317950556,63.01781909756114,7.437042202149559,71.57154530488906,blackgram
49,62,20,31.28392930111481,63.453978261899294,6.701660199504132,66.89526807719879,blackgram
55,78,20,32.73818759575725,63.27473728975037,6.649738467843355,63.440370073536016,blackgram
39,73,21,26.698666912718384,61.13021553114302,7.014301210552088,70.65919312654057,blackgram
23,57,19,31.803691205680604,68.02212374028328,7.21520771342512,72.34342312328317,blackgram
56,74,18,32.686376146917645,64.72927074768016,7.187202674416827,64.8532698394968,blackgram
50,63,22,29.13148760764042,65.29402595691211,6.809946691390016,69.19703112960505,blackgram
49,64,24,28.77830779566668,62.95033041350767,6.824511651866386,68.70478565807963,blackgram
53,58,15,31.73842070551366,67.86390170224159,7.27431203812212,63.621677327674945,blackgram
38,67,16,32.670199490420636,66.66198808111794,7.349414099040553,69.22918711537332,blackgram
48,60,21,29.642448719666298,61.9039404522167,6.88003598023216,66.7013979849975,blackgram
49,62,20,31.432610979286203,63.71608248331394,6.712584065166776,67.0837945984084,blackgram
39,73,23,25.799788700627,61.27819579283211,7.235385987678948,69.34825385970184,blackgram
39,60,20,33.64417532830154,64.73637521327366,6.909032447555551,64.25146715155023,blackgram
56,75,18,33.384295039061804,64.06373921591263,6.714429686434166,64.11754677024464,blackgram
28,65,23,33.275092183239835,66.18255234447962,7.3783022522341,70.60756310436355,blackgram
49,72,15,30.3505529943226,66.62316132270239,6.9754641516736,74.59320182038653,blackgram
57,78,16,27.3841788202925,65.44706954987667,7.104526018039368,62.44902020967962,blackgram
52,73,15,29.305715383945792,65.21736177975191,7.483476590283253,72.14830886548839,blackgram
48,60,20,30.306136361196515,61.66037073947353,6.660328394317648,65.96999490364034,blackgram
43,57,23,28.23246414419353,64.40309506398215,7.420376046657601,70.77532705232036,blackgram
22,78,19,28.21594423783979,67.73408783092115,6.873160271899336,68.09755232236716,blackgram
28,76,15,28.43017650494622,64.40877446887777,7.0170794399539345,69.70175683718911,blackgram
20,60,24,27.276509860450005,69.01182729890624,6.752417917290101,61.6855613411687,blackgram
42,68,19,30.13909174576093,66.04919543688366,7.526537713751886,69.5584693331795,blackgram
27,67,18,29.484792187311655,65.41376512155642,6.8701406040499515,65.17935073602625,blackgram
34,60,16,31.202129097575686,64.81255264242468,7.227257359258466,63.71955435876166,blackgram
23,68,16,30.207670821034583,61.52756967012202,6.699574339562654,72.7321095547776,blackgram
45,58,17,28.615679209492097,64.1940106800788,6.892922860878986,72.2447460601933,blackgram
30,76,17,29.40072074150121,64.88784129345746,7.019481826882087,70.62903864547643,blackgram
20,60,24,27.355410375820618,69.03010604048835,6.735887097917475,61.20309643129691,blackgram
49,72,15,29.878987166259886,66.14981296397096,6.912399022160206,74.48529327383959,blackgram
53,59,16,30.89497404808077,60.89154703517344,7.006979568632756,70.19787538817408,blackgram
27,67,19,29.522738995124737,65.1633720294471,6.839387412274665,64.91267009533598,blackgram
52,70,16,28.875481677670212,68.73706345197,6.994027526071328,71.52745566856835,blackgram
30,64,17,32.14655460294605,66.75894768180785,7.218802355853078,68.05362937016228,blackgram
20,62,18,29.625712181327955,64.84425745625384,7.333569861046941,62.136995005975244,blackgram
23,80,19,29.624713465779582,69.05546019799921,6.828029665342641,65.6151902582343,blackgram
20,59,24,28.21254862709076,69.20699932959447,6.819772214986394,61.18862634850039,blackgram
56,59,17,26.26357331453233,67.83496350832306,7.49369675610182,73.5494077461029,blackgram
57,75,24,25.721571623260406,61.48925593027782,7.2993828536143734,68.35518580579169,blackgram
32,60,16,30.94697705046995,65.3715242943606,7.3037461224552045,64.66315132373093,blackgram
46,58,23,27.648085847028085,62.68881964240195,7.092414707707739,69.61802637975333,blackgram
30,77,16,28.54881050663779,64.58106127438842,6.917657695120625,69.78816366852631,blackgram
26,63,21,32.1696200405567,68.60103298248276,7.484375320940609,73.7537060353442,blackgram
27,64,16,29.644981738952467,67.89544154235091,7.226142000449966,67.03718025702206,blackgram
25,62,24,29.961303532420967,65.665081697644,7.215158642318771,63.14454700583565,blackgram
56,75,15,29.484012781105474,61.53157784835409,7.125422194456254,65.38709115906573,blackgram
38,67,16,32.59946267682109,66.73549952686818,7.3307723484758744,69.17192317301138,blackgram
42,58,24,27.172659300936115,62.75265109822252,6.731809863532078,69.64629452751639,blackgram
33,77,21,29.969070960321925,65.64775010830397,6.926963128736937,71.32650988346496,blackgram
22,63,22,25.924491659912356,66.260038602718,6.996638385131625,74.52298551069647,blackgram
22,63,21,27.225104701100868,67.99092247931924,7.047434482696352,74.35692209660952,blackgram
36,62,16,26.59750375049025,69.74087547523737,7.027377410268281,73.06980752949872,blackgram
51,70,15,33.41158852126254,66.75413614040448,7.48636715183843,68.24395784725212,blackgram
42,61,18,27.482320671988113,62.22982860750469,6.939051471427007,63.93708667377483,blackgram
41,78,23,27.620253038019115,63.19214442373214,6.802580408019972,68.59889206293278,blackgram
57,78,18,28.372553870628597,65.26614406381817,7.234883726667981,62.97884281827221,blackgram
27,61,23,28.580973877666224,66.70163875373072,7.346620537629014,62.32138814161406,blackgram
48,62,22,29.565528660915135,62.52954771112066,6.681161328853966,67.93329284545132,blackgram
31,64,19,33.43856666587681,60.90902821672674,7.055985664938527,70.60534057580435,blackgram
56,72,16,33.42021497051715,65.83349807328658,6.985549914989457,65.30494732423938,blackgram
43,75,21,28.544964162143824,62.98624524332465,7.268862292963217,71.11090389671061,blackgram
48,66,21,28.883591149509666,61.56219480790031,7.035477535847519,63.88860625901616,blackgram
25,75,17,31.78287476664002,68.64497430720226,7.223518274262144,62.306064906724906,blackgram
57,72,16,33.39625236951748,65.7591349072894,6.932550805695369,65.1100095707224,blackgram
20,62,19,30.22279317544435,64.51813328783096,7.258462847335502,62.649301228905664,blackgram
30,67,16,33.05564842281255,64.56223811785445,7.043541957814354,71.79213712397087,blackgram
53,65,18,33.56411839646503,67.85458014313687,6.709851662763358,69.52696202908908,blackgram
20,72,18,32.074688118141445,65.27734550721573,7.47429039968255,64.0923314435503,blackgram
42,69,19,29.401423896960875,65.06716330405537,7.304032029246913,70.28691263885898,blackgram
56,74,16,30.110900595087546,62.807970804428024,7.282699773061981,63.87464736174166,blackgram
24,75,17,31.698162597006657,68.23013368543737,7.30731222002945,62.1901635709103,blackgram
20,67,22,25.91898634045559,64.0543171606932,7.674327349072785,63.059961204906315,blackgram
41,77,20,27.37147197709507,68.52348659218906,7.533660544334431,69.1055583478639,blackgram
28,63,16,30.008341038971746,67.88846134708722,7.259876075473521,66.49923293709274,blackgram
30,64,17,31.954630869096572,66.86115907493401,7.222671229005826,67.91052012734738,blackgram
